customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,support_tickets,tech_support,online_security,senior_citizen,partner,paperless_billing,churn
C1976,38,81.12,3080.88,One year,Fiber optic,Electronic check,1,No,Yes,0,No,No,Yes
C2940,8,50.57,359.0,Two year,No,Credit card,2,No,No,1,Yes,No,No
C1340,29,61.78,1698.1,Month-to-month,DSL,Mailed check,3,No,No,1,No,No,Yes
C3458,14,76.58,1028.9,One year,No,Electronic check,1,Yes,Yes,0,Yes,Yes,Yes
C1829,4,84.68,308.4,One year,Fiber optic,Bank transfer,2,No,No,0,Yes,Yes,No
C3153,39,26.73,1027.31,Two year,DSL,Electronic check,2,Yes,No,0,No,Yes,No
C3105,69,92.54,6415.08,Month-to-month,Fiber optic,Electronic check,3,Yes,No,0,Yes,Yes,Yes
C2901,61,69.17,4219.84,One year,Fiber optic,Electronic check,0,No,No,0,No,Yes,Yes
C1962,69,50.59,3474.11,Month-to-month,Fiber optic,Credit card,1,No,Yes,0,No,Yes,Yes
C2257,42,50.16,2080.09,Two year,Fiber optic,Credit card,1,Yes,No,0,No,No,No
C1843,17,26.53,449.55,One year,DSL,Credit card,1,No,No,1,No,No,Yes
C3284,62,87.44,5393.38,One year,Fiber optic,Electronic check,1,Yes,No,0,No,Yes,No
C1420,23,87.94,2015.28,Month-to-month,DSL,Bank transfer,2,Yes,No,0,No,No,No
C1498,3,60.67,109.8,One year,Fiber optic,Electronic check,0,No,No,0,No,Yes,Yes
C1416,47,50.58,2357.87,Two year,Fiber optic,Bank transfer,3,No,Yes,0,No,Yes,Yes
C1620,2,66.57,85.8,One year,DSL,Electronic check,0,Yes,Yes,0,No,Yes,Yes
C3470,41,83.11,3419.22,One year,DSL,Bank transfer,3,No,Yes,0,Yes,Yes,Yes
C3272,42,69.5,2909.86,Two year,Fiber optic,Mailed check,1,Yes,Yes,0,Yes,No,No
C1360,68,87.21,5861.97,One year,DSL,Electronic check,2,Yes,No,0,No,Yes,No
C2013,33,45.94,1539.26,Two year,DSL,Electronic check,0,Yes,Yes,0,No,Yes,No
C3029,6,54.31,361.07,One year,Fiber optic,Bank transfer,2,No,Yes,0,No,No,No
C2540,64,56.09,3683.03,Month-to-month,Fiber optic,Bank transfer,2,No,Yes,0,Yes,No,No
C3422,64,99.95,6441.92,One year,No,Mailed check,0,No,No,0,Yes,Yes,No
C3885,36,56.67,2089.0,Month-to-month,No,Bank transfer,2,Yes,Yes,0,Yes,Yes,No
C1468,18,86.82,1616.7,Month-to-month,DSL,Electronic check,1,No,No,0,Yes,Yes,Yes
C3409,49,82.62,4054.82,Month-to-month,No,Mailed check,0,Yes,Yes,0,Yes,No,No
C1137,43,55.99,2297.24,Two year,DSL,Electronic check,1,Yes,Yes,0,Yes,No,No
C3093,51,49.87,2593.97,One year,Fiber optic,Credit card,1,No,Yes,0,Yes,No,Yes
C2465,8,91.03,732.42,Two year,DSL,Electronic check,0,Yes,No,0,Yes,Yes,No
C3283,22,60.4,1376.34,One year,DSL,Mailed check,1,No,Yes,0,Yes,Yes,No
C1840,16,41.09,654.1,One year,Fiber optic,Electronic check,2,Yes,No,0,Yes,Yes,No
C2490,27,88.04,2362.33,One year,Fiber optic,Bank transfer,0,Yes,No,0,No,Yes,No
C3647,44,65.86,2809.42,Month-to-month,DSL,Electronic check,1,No,Yes,0,Yes,Yes,Yes
C2074,62,85.49,5218.86,One year,DSL,Electronic check,0,No,Yes,0,Yes,Yes,No
C2559,9,66.95,,Two year,Fiber optic,Bank transfer,1,Yes,Yes,0,Yes,No,Yes
C1691,15,110.66,1674.36,Two year,No,Bank transfer,2,Yes,No,0,No,Yes,No
C3672,13,55.39,686.43,Two year,No,Bank transfer,1,No,No,0,Yes,No,No
C2290,31,59.19,1796.01,Month-to-month,No,Bank transfer,1,No,No,0,Yes,Yes,Yes
C2510,11,84.94,928.95,Month-to-month,Fiber optic,Credit card,1,No,Yes,0,Yes,Yes,Yes
C1224,30,86.98,2656.73,Month-to-month,Fiber optic,Mailed check,2,No,No,1,No,Yes,No
C3671,56,58.67,3252.76,One year,DSL,Mailed check,0,No,Yes,0,Yes,No,No
C3488,12,99.82,1152.21,Month-to-month,No,Bank transfer,1,Yes,No,0,No,Yes,No
C3237,47,67.45,3183.17,Month-to-month,DSL,Credit card,1,Yes,No,0,Yes,No,Yes
C2458,40,92.55,3693.3,Month-to-month,DSL,Mailed check,2,No,No,0,Yes,No,No
C1995,70,89.54,6220.97,One year,DSL,Electronic check,0,No,No,0,No,No,No
C2903,43,15.0,565.69,Month-to-month,Fiber optic,Credit card,2,No,No,0,No,Yes,No
C2910,17,81.45,1387.84,Two year,DSL,Mailed check,4,Yes,Yes,0,Yes,No,No
C2677,10,17.08,204.63,Two year,Fiber optic,Electronic check,1,No,Yes,0,Yes,Yes,Yes
C3064,49,25.12,1167.17,Month-to-month,DSL,Electronic check,2,Yes,No,0,No,Yes,Yes
C1080,44,37.55,1673.64,Month-to-month,DSL,Credit card,0,Yes,Yes,0,Yes,Yes,Yes
C2175,45,53.05,2372.07,Month-to-month,Fiber optic,Mailed check,0,No,No,0,Yes,No,No
C1033,10,59.23,556.42,Two year,Fiber optic,Bank transfer,2,No,No,0,No,No,No
C2355,39,70.46,2688.32,Two year,DSL,Credit card,1,Yes,No,1,No,Yes,No
C2063,62,31.49,2036.68,Two year,Fiber optic,Credit card,0,Yes,Yes,0,No,No,No
C2240,3,58.33,166.96,One year,No,Mailed check,1,No,No,0,No,Yes,No
C3201,6,23.82,152.57,Month-to-month,DSL,Mailed check,0,Yes,Yes,0,Yes,Yes,No
C2634,53,56.52,2921.49,Month-to-month,Fiber optic,Mailed check,1,No,Yes,0,No,Yes,No
C1999,46,59.96,2756.9,Month-to-month,Fiber optic,Mailed check,1,No,No,0,Yes,Yes,Yes
C3810,47,60.22,2823.76,One year,No,Bank transfer,1,Yes,Yes,0,No,Yes,No
C2992,35,32.39,1178.09,One year,DSL,Mailed check,3,No,Yes,0,No,No,Yes
C1804,37,85.88,3215.54,Month-to-month,Fiber optic,Bank transfer,1,No,No,1,No,Yes,No
C1134,41,90.4,3758.42,Two year,Fiber optic,Credit card,1,Yes,No,0,No,Yes,No
C1324,5,75.02,357.77,Month-to-month,Fiber optic,Credit card,0,Yes,No,0,No,Yes,No
C3633,21,73.86,1535.79,Month-to-month,Fiber optic,Bank transfer,3,No,No,0,No,Yes,Yes
C1879,42,82.93,3499.12,Two year,Fiber optic,Bank transfer,3,No,No,1,No,No,No
C1913,9,52.88,462.87,Month-to-month,DSL,Bank transfer,1,No,Yes,0,No,Yes,Yes
C2112,33,73.25,2465.5,Two year,No,Electronic check,0,No,No,0,Yes,Yes,No
C3746,58,64.97,3798.48,Month-to-month,Fiber optic,Electronic check,3,Yes,No,1,Yes,No,Yes
C2407,62,93.85,5857.91,Month-to-month,Fiber optic,Electronic check,2,Yes,No,1,No,Yes,No
C3205,24,118.62,2845.5,One year,Fiber optic,Bank transfer,0,Yes,No,0,No,Yes,No
C2452,32,79.41,2600.11,Month-to-month,DSL,Credit card,3,No,No,0,Yes,No,Yes
C3233,13,65.99,968.65,Month-to-month,DSL,Mailed check,2,Yes,No,0,Yes,Yes,No
C3642,60,80.65,4781.43,One year,Fiber optic,Bank transfer,1,No,Yes,1,Yes,Yes,No
C2395,35,60.33,2082.37,Month-to-month,Fiber optic,Credit card,3,No,No,0,Yes,Yes,Yes
C3428,1,71.07,151.38,Two year,DSL,Credit card,1,No,Yes,0,No,Yes,Yes
C2345,46,42.05,1912.24,Two year,Fiber optic,Credit card,3,No,Yes,1,Yes,Yes,No
C1863,31,42.64,1313.33,Month-to-month,No,Mailed check,0,No,No,0,Yes,No,No
C1023,57,31.44,1800.25,Two year,DSL,Credit card,0,No,No,0,No,No,No
C1148,26,79.88,2104.37,Month-to-month,DSL,Credit card,2,No,No,0,Yes,No,No
C2665,21,46.96,1020.49,Two year,DSL,Credit card,2,Yes,Yes,0,Yes,No,No
C2911,24,55.73,1288.48,One year,DSL,Electronic check,0,Yes,No,0,Yes,No,No
C3982,26,59.83,1610.93,Two year,Fiber optic,Credit card,1,No,No,0,No,Yes,No
C2415,46,68.33,3179.49,Two year,Fiber optic,Electronic check,2,Yes,Yes,0,No,No,No
C3181,36,80.87,2846.94,Month-to-month,Fiber optic,Electronic check,0,No,No,0,Yes,Yes,No
C1930,5,66.86,379.23,Month-to-month,No,Bank transfer,0,No,No,0,No,Yes,No
C3157,4,29.99,173.61,Month-to-month,DSL,Bank transfer,1,Yes,Yes,0,Yes,No,Yes
C1279,44,57.36,2528.27,Month-to-month,No,Mailed check,0,No,Yes,0,Yes,No,Yes
C3307,14,24.46,353.26,Two year,Fiber optic,Credit card,0,Yes,No,1,Yes,No,No
C1076,49,65.71,3241.08,Month-to-month,Fiber optic,Electronic check,3,No,No,0,Yes,No,Yes
C2357,66,38.65,2517.15,Month-to-month,Fiber optic,Electronic check,1,Yes,Yes,0,No,No,No
C3658,51,81.91,4188.68,One year,Fiber optic,Credit card,0,No,Yes,0,No,No,No
C3033,11,81.65,815.42,Two year,Fiber optic,Mailed check,1,No,No,0,Yes,No,No
C3652,57,84.95,4845.88,Two year,DSL,Electronic check,0,Yes,Yes,0,Yes,No,No
C3119,44,65.94,2803.16,One year,DSL,Mailed check,2,Yes,No,0,Yes,Yes,No
C2840,14,88.61,1173.88,One year,Fiber optic,Bank transfer,0,Yes,No,0,No,Yes,No
C3171,24,40.41,905.87,Month-to-month,DSL,Electronic check,2,Yes,No,0,Yes,Yes,No
C2785,30,66.64,,One year,Fiber optic,Mailed check,1,No,No,1,No,Yes,Yes
C1546,34,60.73,2072.48,One year,Fiber optic,Credit card,0,No,No,0,No,No,No
C3280,40,54.34,2181.38,Month-to-month,No,Credit card,0,No,No,0,Yes,Yes,Yes
C1500,67,47.94,3247.43,Month-to-month,No,Bank transfer,3,Yes,No,0,Yes,Yes,Yes
C3620,29,78.22,2225.61,Month-to-month,DSL,Credit card,2,No,Yes,0,Yes,Yes,Yes
C3107,6,48.49,328.76,Two year,No,Bank transfer,1,Yes,No,0,Yes,Yes,No
C1505,5,91.73,507.71,One year,Fiber optic,Electronic check,1,No,Yes,0,Yes,Yes,No
C3762,47,59.12,2873.14,Month-to-month,DSL,Credit card,1,Yes,No,0,Yes,Yes,Yes
C3799,37,80.29,3016.62,One year,DSL,Mailed check,0,No,Yes,0,Yes,Yes,No
C3189,41,76.83,3172.76,Month-to-month,No,Mailed check,1,No,No,0,Yes,Yes,Yes
C3447,62,80.78,5078.93,Month-to-month,No,Electronic check,2,No,No,0,Yes,No,No
C2756,25,84.58,2194.72,One year,Fiber optic,Credit card,1,Yes,Yes,0,Yes,No,No
C1957,19,91.13,1676.99,Two year,No,Electronic check,4,Yes,No,0,No,Yes,No
C3631,50,27.92,1368.94,Month-to-month,Fiber optic,Mailed check,2,Yes,No,0,No,No,Yes
C1165,65,97.39,6340.56,One year,DSL,Mailed check,1,Yes,No,0,No,Yes,No
C2449,56,73.65,4131.31,One year,Fiber optic,Electronic check,1,Yes,No,1,Yes,No,No
C1201,9,55.51,497.9,One year,Fiber optic,Electronic check,1,Yes,No,0,No,Yes,No
C3712,15,32.38,460.68,Two year,Fiber optic,Mailed check,1,Yes,Yes,0,No,Yes,No
C1238,71,33.39,2346.21,Month-to-month,No,Credit card,0,Yes,No,0,Yes,Yes,No
C2050,57,44.64,2695.38,Month-to-month,Fiber optic,Credit card,1,Yes,No,0,Yes,Yes,Yes
C1985,55,93.79,5160.45,Month-to-month,Fiber optic,Electronic check,1,Yes,No,0,No,Yes,No
C1552,10,78.79,822.67,Month-to-month,Fiber optic,Mailed check,2,Yes,No,0,No,No,No
C3229,66,42.12,2844.97,Month-to-month,DSL,Credit card,3,No,No,0,No,Yes,No
C3116,43,39.44,1723.65,Month-to-month,DSL,Credit card,0,Yes,Yes,1,No,Yes,No
C3170,61,64.89,4021.95,One year,Fiber optic,Mailed check,3,No,No,0,No,Yes,Yes
C3000,66,83.61,5547.42,Month-to-month,Fiber optic,Mailed check,1,No,Yes,0,Yes,Yes,Yes
C1989,36,83.82,3051.88,Month-to-month,Fiber optic,Electronic check,2,No,Yes,0,No,No,No
C3988,34,49.34,1688.2,Month-to-month,DSL,Mailed check,3,Yes,Yes,0,Yes,Yes,No
C2195,26,65.03,1694.95,Two year,DSL,Mailed check,1,No,No,0,No,Yes,No
C2280,61,56.76,3520.39,Month-to-month,Fiber optic,Credit card,2,No,Yes,0,Yes,No,Yes
C2399,24,82.04,2002.02,Month-to-month,No,Bank transfer,0,No,No,0,No,Yes,No
C1623,3,73.49,197.99,Two year,Fiber optic,Mailed check,0,Yes,No,0,Yes,Yes,No
C1048,22,66.73,1391.5,One year,DSL,Credit card,1,Yes,No,0,No,Yes,No
C2807,47,34.12,1643.03,Month-to-month,Fiber optic,Credit card,0,Yes,No,0,No,No,Yes
C3476,23,71.37,1657.93,Month-to-month,No,Credit card,2,Yes,Yes,0,No,Yes,No
C3459,6,35.57,252.8,Month-to-month,DSL,Bank transfer,2,No,Yes,0,No,Yes,Yes
C3841,18,63.79,1088.49,Month-to-month,Fiber optic,Credit card,0,No,Yes,0,No,No,No
C3715,5,88.09,509.84,Month-to-month,Fiber optic,Bank transfer,1,No,No,0,No,Yes,Yes
C3585,25,67.79,1673.4,Month-to-month,Fiber optic,Electronic check,0,No,No,1,No,Yes,No
C1114,7,52.52,356.39,Month-to-month,Fiber optic,Credit card,0,No,Yes,1,No,No,Yes
C2787,25,67.34,1636.63,Month-to-month,DSL,Credit card,0,Yes,No,0,Yes,Yes,No
C2378,20,90.32,1655.32,Month-to-month,Fiber optic,Mailed check,0,No,Yes,0,Yes,No,Yes
C1790,14,67.1,908.08,Month-to-month,No,Credit card,1,No,Yes,0,Yes,Yes,No
C3886,31,63.89,2095.52,Month-to-month,Fiber optic,Credit card,3,No,No,0,Yes,Yes,Yes
C2954,34,95.93,3241.93,Month-to-month,Fiber optic,Bank transfer,0,Yes,Yes,1,No,Yes,No
C1896,65,90.32,5904.44,Two year,Fiber optic,Mailed check,0,No,No,0,Yes,No,Yes
C2096,30,38.98,1180.24,Month-to-month,DSL,Electronic check,1,No,No,1,Yes,Yes,Yes
C3340,52,96.61,4994.81,Two year,Fiber optic,Mailed check,2,Yes,No,0,Yes,No,No
C2193,49,71.55,3519.13,One year,DSL,Bank transfer,1,No,Yes,0,No,No,No
C1220,70,87.96,6213.99,Two year,Fiber optic,Bank transfer,0,No,No,0,Yes,Yes,No
C1514,1,47.53,68.34,Two year,No,Bank transfer,1,No,No,0,Yes,Yes,No
C1150,65,21.2,1416.46,Two year,No,Credit card,2,Yes,Yes,0,Yes,Yes,No
C2431,52,82.34,4265.78,Month-to-month,Fiber optic,Mailed check,0,No,No,0,No,Yes,No
C1715,50,67.65,3404.15,Two year,DSL,Mailed check,1,Yes,Yes,0,No,Yes,No
C2483,41,47.34,2002.25,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,0,No,No,No
C3827,10,86.84,881.47,One year,DSL,Bank transfer,1,Yes,Yes,1,Yes,Yes,Yes
C2128,56,56.7,3158.42,Two year,DSL,Bank transfer,0,Yes,No,0,No,Yes,No
C3640,68,71.42,4856.54,Month-to-month,Fiber optic,Credit card,1,Yes,No,0,Yes,No,No
C2798,7,104.62,727.88,Month-to-month,Fiber optic,Electronic check,0,No,No,0,No,No,Yes
C2095,25,64.97,1672.2,One year,Fiber optic,Credit card,3,No,Yes,0,No,Yes,No
C1953,28,51.76,1461.69,Month-to-month,Fiber optic,Mailed check,0,No,Yes,0,Yes,Yes,Yes
C1862,42,49.61,1971.86,Month-to-month,DSL,Bank transfer,0,Yes,No,0,No,Yes,No
C3434,61,54.08,3364.7,Month-to-month,Fiber optic,Mailed check,0,No,No,0,No,Yes,Yes
C3872,25,76.12,1978.23,Two year,DSL,Credit card,2,No,No,0,No,Yes,No
C3399,47,59.71,2790.2,Month-to-month,DSL,Mailed check,1,No,No,1,No,No,Yes
C2868,53,46.08,2457.91,One year,No,Mailed check,1,Yes,Yes,0,Yes,Yes,No
C1188,48,62.73,3010.53,Month-to-month,Fiber optic,Electronic check,2,No,Yes,0,No,No,Yes
C2757,49,42.63,2090.16,Two year,No,Mailed check,3,No,No,0,No,No,No
C1923,6,42.0,163.06,One year,DSL,Credit card,0,Yes,No,0,No,Yes,No
C2643,14,66.42,905.05,One year,Fiber optic,Mailed check,1,No,No,0,Yes,No,No
C3916,36,63.65,2229.68,Month-to-month,No,Mailed check,0,Yes,No,0,No,Yes,No
C2824,8,42.3,314.85,Month-to-month,Fiber optic,Electronic check,1,No,No,1,Yes,No,Yes
C3739,57,46.08,2580.79,One year,DSL,Credit card,1,No,Yes,0,No,No,No
C2054,24,91.23,2220.06,Month-to-month,Fiber optic,Electronic check,1,Yes,No,0,Yes,Yes,Yes
C3713,28,76.57,2182.77,Month-to-month,No,Bank transfer,0,Yes,No,0,No,Yes,Yes
C3825,4,56.2,281.38,Month-to-month,Fiber optic,Electronic check,1,Yes,Yes,0,Yes,Yes,Yes
C3963,59,61.66,3635.45,Two year,No,Electronic check,0,No,No,0,Yes,No,No
C1268,60,59.14,3672.09,Month-to-month,Fiber optic,Credit card,2,Yes,Yes,1,No,No,Yes
C1308,58,118.2,6900.94,One year,Fiber optic,Mailed check,1,No,Yes,0,Yes,Yes,Yes
C3062,13,98.2,1224.63,One year,Fiber optic,Bank transfer,0,Yes,No,0,No,No,No
C2961,71,59.93,4226.38,Two year,Fiber optic,Mailed check,0,No,No,0,No,No,No
C3844,1,52.35,65.99,Month-to-month,DSL,Credit card,0,Yes,No,0,No,Yes,No
C2242,60,74.6,4508.56,Month-to-month,No,Electronic check,1,No,No,0,Yes,Yes,Yes
C3554,68,39.97,2749.86,Month-to-month,Fiber optic,Bank transfer,3,Yes,No,0,Yes,No,No
C3043,67,75.95,5081.97,Month-to-month,Fiber optic,Credit card,2,No,Yes,0,No,Yes,No
C2090,53,80.8,4271.23,Month-to-month,DSL,Credit card,2,No,No,1,Yes,Yes,Yes
C1821,53,57.79,3113.1,Two year,No,Electronic check,1,No,No,0,No,Yes,No
C3926,8,75.69,550.91,Month-to-month,No,Mailed check,2,Yes,No,1,Yes,Yes,Yes
C1107,50,70.91,3508.97,One year,DSL,Credit card,2,Yes,Yes,1,Yes,Yes,No
C3362,25,51.24,1340.37,Two year,DSL,Bank transfer,1,No,No,0,Yes,No,No
C3968,54,61.28,3279.65,Month-to-month,Fiber optic,Electronic check,1,Yes,Yes,0,Yes,No,Yes
C2413,42,99.33,4234.73,Month-to-month,DSL,Electronic check,2,No,No,0,Yes,Yes,No
C2256,21,82.9,1773.7,One year,Fiber optic,Credit card,2,No,Yes,0,No,No,No
C3816,4,65.34,252.28,Month-to-month,Fiber optic,Credit card,0,No,Yes,0,No,No,Yes
C2364,7,77.58,585.2,Month-to-month,DSL,Electronic check,2,Yes,No,0,No,Yes,No
C3401,39,71.96,2789.74,Two year,Fiber optic,Bank transfer,2,No,No,0,No,Yes,No
C1457,42,87.42,3700.24,Month-to-month,DSL,Mailed check,4,Yes,No,0,No,Yes,Yes
C2275,27,61.02,1654.46,Month-to-month,Fiber optic,Mailed check,1,Yes,Yes,0,Yes,Yes,Yes
C1758,26,61.27,1588.75,Month-to-month,Fiber optic,Mailed check,2,No,No,1,Yes,No,No
C1706,45,84.76,3843.94,Two year,DSL,Credit card,2,No,No,0,Yes,No,No
C3755,2,65.96,85.13,One year,No,Credit card,0,No,No,0,No,No,No
C3408,18,58.47,1096.75,One year,No,Electronic check,1,No,No,0,Yes,Yes,No
C2294,43,91.25,3887.56,One year,No,Mailed check,3,No,Yes,0,No,Yes,Yes
C1092,45,72.4,3311.34,Month-to-month,DSL,Electronic check,5,No,No,0,No,Yes,Yes
C1816,20,71.31,1315.74,Month-to-month,DSL,Mailed check,0,Yes,Yes,0,Yes,Yes,No
C3884,65,95.96,6218.48,One year,Fiber optic,Credit card,2,No,Yes,0,No,Yes,No
C1855,53,46.07,2452.12,Two year,No,Mailed check,2,No,Yes,0,No,Yes,No
C1869,14,81.85,1121.9,One year,DSL,Mailed check,1,No,Yes,0,Yes,Yes,No
C2025,39,72.21,2821.28,One year,DSL,Electronic check,0,No,No,0,No,No,No
C1142,14,65.63,894.9,Month-to-month,DSL,Credit card,0,No,Yes,1,Yes,Yes,Yes
C3517,66,46.12,3023.43,Two year,DSL,Electronic check,1,No,No,1,No,Yes,No
C2482,11,72.4,851.52,Month-to-month,DSL,Electronic check,3,Yes,No,0,Yes,Yes,Yes
C2473,47,54.99,2576.75,Month-to-month,DSL,Credit card,1,No,No,0,No,Yes,No
C1162,16,39.6,674.8,Two year,Fiber optic,Mailed check,2,No,No,0,Yes,No,No
C3944,67,81.28,5501.5,Month-to-month,Fiber optic,Mailed check,3,Yes,No,0,No,No,Yes
C1861,15,80.29,1176.85,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,0,No,Yes,Yes
C3419,20,15.0,255.57,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,0,Yes,Yes,No
C1616,27,65.09,1772.53,Month-to-month,Fiber optic,Credit card,2,No,No,0,No,No,No
C2693,22,113.22,2467.88,Two year,DSL,Mailed check,0,No,No,0,Yes,Yes,No
C2427,67,66.07,4471.19,One year,DSL,Bank transfer,1,No,No,0,No,Yes,Yes
C3145,39,86.81,3433.18,One year,Fiber optic,Mailed check,0,No,No,0,Yes,No,Yes
C2450,55,75.7,4138.75,Month-to-month,Fiber optic,Credit card,1,No,No,1,Yes,Yes,Yes
C3999,32,87.52,2794.43,Month-to-month,Fiber optic,Electronic check,1,No,Yes,0,No,No,Yes
C3977,43,66.79,2933.75,One year,DSL,Electronic check,2,No,No,0,Yes,Yes,No
C1570,11,62.83,645.06,Two year,DSL,Bank transfer,1,Yes,No,1,Yes,Yes,No
C1710,58,48.27,2858.53,Month-to-month,DSL,Bank transfer,0,Yes,Yes,0,Yes,No,No
C3873,16,63.61,1042.83,One year,Fiber optic,Bank transfer,3,No,No,0,Yes,Yes,No
C1931,7,72.29,490.39,Month-to-month,Fiber optic,Bank transfer,0,No,No,0,Yes,Yes,Yes
C1327,21,58.39,1073.13,Month-to-month,No,Electronic check,2,No,No,0,Yes,Yes,No
C3939,5,38.76,200.32,Month-to-month,DSL,Electronic check,1,No,Yes,1,No,Yes,Yes
C1579,1,45.42,147.34,One year,No,Credit card,0,No,Yes,0,No,Yes,No
C2401,67,99.36,6660.77,One year,No,Bank transfer,2,Yes,No,0,No,Yes,No
C2578,10,47.29,538.87,Month-to-month,Fiber optic,Mailed check,1,No,Yes,0,No,No,Yes
C1857,18,82.17,1492.31,Two year,No,Bank transfer,1,Yes,Yes,0,No,Yes,No
C2533,67,50.8,3413.51,Month-to-month,Fiber optic,Credit card,2,Yes,No,0,Yes,Yes,No
C1925,1,84.76,126.91,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,0,Yes,Yes,Yes
C3740,11,66.21,679.55,Two year,DSL,Mailed check,0,No,Yes,1,No,Yes,No
C2001,43,66.17,2811.67,Month-to-month,No,Bank transfer,3,No,No,0,Yes,No,No
C1951,53,45.8,2486.91,Two year,Fiber optic,Electronic check,3,No,No,0,Yes,No,Yes
C3566,67,87.05,5924.1,Month-to-month,No,Mailed check,2,Yes,No,0,Yes,Yes,No
C1244,36,70.73,2515.27,Two year,No,Credit card,1,No,No,0,Yes,Yes,No
C1321,3,58.51,115.45,Month-to-month,DSL,Electronic check,0,Yes,No,0,No,No,Yes
C1787,9,39.35,230.58,Month-to-month,Fiber optic,Credit card,1,No,No,0,No,No,Yes
C1854,35,43.13,1557.53,One year,DSL,Credit card,1,Yes,No,0,No,No,No
C2826,9,47.75,440.92,One year,DSL,Electronic check,1,Yes,No,0,No,Yes,No
C3795,45,59.75,2622.02,Two year,Fiber optic,Bank transfer,2,Yes,Yes,0,No,Yes,No
C2131,11,108.16,1174.21,Month-to-month,Fiber optic,Mailed check,1,Yes,Yes,0,No,Yes,Yes
C2451,21,74.8,1555.21,Month-to-month,Fiber optic,Bank transfer,3,Yes,No,0,Yes,Yes,Yes
C3479,14,56.99,783.04,Month-to-month,Fiber optic,Credit card,1,No,Yes,0,No,Yes,No
C3980,65,65.27,4262.98,Month-to-month,DSL,Mailed check,0,No,Yes,0,No,No,No
C3659,12,66.92,805.99,One year,DSL,Credit card,1,No,No,0,Yes,Yes,Yes
C2124,44,39.24,1726.27,Two year,Fiber optic,Bank transfer,1,No,Yes,0,No,Yes,No
C1881,13,47.35,598.65,Month-to-month,Fiber optic,Mailed check,2,Yes,Yes,0,No,Yes,Yes
C3895,47,60.75,2973.97,Two year,DSL,Credit card,0,Yes,No,0,No,Yes,No
C2211,1,69.72,17.16,Month-to-month,Fiber optic,Credit card,1,No,Yes,0,No,Yes,Yes
C2631,39,93.82,3628.41,Month-to-month,DSL,Credit card,0,Yes,No,0,No,Yes,Yes
C2836,11,73.59,892.34,Month-to-month,DSL,Credit card,0,Yes,No,1,No,Yes,Yes
C2030,31,58.93,1931.56,Month-to-month,DSL,Bank transfer,0,No,No,0,Yes,No,Yes
C3780,37,42.47,1661.4,Two year,Fiber optic,Electronic check,2,Yes,No,0,Yes,Yes,No
C1884,11,57.85,557.93,Month-to-month,DSL,Bank transfer,0,No,No,0,Yes,Yes,Yes
C2318,14,87.47,1230.75,One year,DSL,Electronic check,3,No,No,0,Yes,Yes,No
C3370,66,31.82,2125.9,Month-to-month,Fiber optic,Credit card,1,Yes,No,1,Yes,No,No
C1519,67,49.72,3319.52,Month-to-month,Fiber optic,Mailed check,0,Yes,Yes,0,No,Yes,No
C1056,31,66.42,2018.48,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,0,Yes,Yes,Yes
C2151,71,87.54,6177.04,One year,Fiber optic,Bank transfer,1,No,No,0,No,No,Yes
C1844,50,103.69,5156.39,Month-to-month,No,Bank transfer,0,No,No,0,No,No,No
C3312,11,32.69,376.84,Two year,Fiber optic,Credit card,1,No,No,0,No,Yes,Yes
C3513,57,46.51,2698.95,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,0,No,Yes,No
C1771,37,71.71,2709.43,One year,Fiber optic,Credit card,3,No,Yes,0,No,Yes,Yes
C1255,48,24.44,1170.73,Month-to-month,DSL,Electronic check,3,Yes,No,0,Yes,Yes,No
C2353,30,59.98,1765.82,One year,Fiber optic,Electronic check,2,No,No,0,Yes,No,No
C1235,45,105.28,4760.85,Month-to-month,DSL,Electronic check,0,No,Yes,1,Yes,Yes,Yes
C3621,8,81.62,683.71,Two year,Fiber optic,Mailed check,2,Yes,No,0,Yes,Yes,No
C2860,23,69.14,1629.79,Two year,Fiber optic,Credit card,1,No,No,0,No,No,Yes
C3677,42,59.21,2521.51,Month-to-month,DSL,Bank transfer,0,Yes,No,0,No,No,Yes
C1343,46,62.76,2936.6,Two year,No,Credit card,1,Yes,No,1,No,No,No
C1338,1,78.91,106.14,Month-to-month,DSL,Mailed check,0,Yes,No,1,No,Yes,No
C1696,7,62.63,446.78,Month-to-month,DSL,Bank transfer,2,No,Yes,1,No,Yes,Yes
C1990,26,61.33,1507.11,Month-to-month,Fiber optic,Electronic check,0,No,Yes,0,Yes,Yes,Yes
C2428,65,62.27,4099.8,Month-to-month,DSL,Credit card,2,Yes,No,0,Yes,Yes,Yes
C2955,71,51.04,3574.16,Two year,No,Credit card,4,No,No,0,No,Yes,No
C3159,66,50.61,3431.49,One year,Fiber optic,Credit card,3,Yes,No,0,No,Yes,No
C1315,64,56.45,3678.85,One year,Fiber optic,Credit card,2,No,No,0,No,Yes,No
C2876,70,62.62,4384.08,One year,Fiber optic,Bank transfer,0,No,No,0,No,No,No
